model_name,regime,severity,N,MAE_M,MAE_logM,pearson_r,std_M,std_logM,frac_relerr_gt_50pct,MAE_omega_Q,MAE_Gamma_Q,fit_success_rate,arch,seed
spectral_transformer_5b_seed43,in_dist,1.0,1000,0.41906956004118545,0.3739910857651746,0.5326518715898407,2.8636282409569818,1.6136071001850538,0.223,0.2611470136642456,0.5655961582958698,,5b,43
spectral_transformer_5b_seed43,overdamped,1.0,611,0.06583157068715963,0.37629654287749903,0.8402395001295982,0.18633474457925084,1.1317491216595899,0.24386252045826515,0.23793723813445594,0.614291181150708,,5b,43
spectral_transformer_5b_seed43,holdout_T,1.0,300,0.39002315436683904,1.7611287675098326,0.907027247419694,0.6407735865019349,1.3059738828673209,0.8366666666666667,1.1985759003957113,3.1070960945884387,,5b,43
spectral_transformer_5b_seed43,holdout_c,1.0,300,0.24484174493389824,0.34608212978038894,0.8384639235609057,0.9696517058937146,1.3507441067218395,0.22666666666666666,0.2507162038485209,0.51656387368838,,5b,43
spectral_transformer_5b_seed43,holdout_E,1.0,300,0.3859161536814645,0.43517524554660214,0.6939702660462196,2.5974377360745677,1.6555402229008422,0.3,0.3138747223218282,0.705001692250371,,5b,43
spectral_transformer_5b_seed43,stress,0.25,500,0.3201932071717456,0.23838180712973916,0.5987619450178845,2.4450096356534723,1.6377638418979772,0.094,0.1689640908241272,0.36101945669949054,,5b,43
spectral_transformer_5b_seed43,stress,0.5,500,0.339754329434596,0.275145845660058,0.5810427847625041,2.4450096356534723,1.6377638418979772,0.14,0.21712578868865967,0.41672036714851857,,5b,43
spectral_transformer_5b_seed43,stress,1.0,500,0.3997992476625368,0.3774605737679959,0.533344003989836,2.4450096356534723,1.6377638418979772,0.222,0.26088831615448,0.5690211549550295,,5b,43
spectral_transformer_5b_seed43,stress,2.0,500,0.512201266172342,0.55451332040368,0.4401094289987812,2.4450096356534723,1.6377638418979772,0.396,0.4079423909187317,0.8154182504564523,,5b,43
spectral_transformer_5b_seed43,stress,4.0,500,0.6923494851673022,0.9312670627244864,0.2628365833958941,2.4450096356534723,1.6377638418979772,0.574,0.6918756155967712,1.3846543102413416,,5b,43
